Post ID,Post Link,Text,Date & Time,Author ID,Likes,Comments,Reposts,Hashtags,Content Type,Text Length,Time of Day
14607392,https://vk.com/wall-22746750_14607392,"🏆 ЛА ЛИГА | 15-Й ТУР | СЕГОДНЯ
 
⚽ «БАРСЕЛОНА» — «ЛАС-ПАЛЬМАС» 
 
⏰ 16:00 (Москва, Минск), 15:00 (Киев), 18:00 (Астана)",2024-11-30T06:35:17,22746750,568,18,25,Нет,attachments:photo_text,119,Утро
14607280,https://vk.com/wall-22746750_14607280,🥶🏆🗣 Ламин Ямаль: «Я все время думаю о ЧМ. Не могу дождаться его. Вот и все»,2024-11-30T02:00:00,22746750,1479,67,6,Нет,attachments:photo_text,75,Ночь
14607263,https://vk.com/wall-22746750_14607263,📊 Пау Кубарси включен в команду недели по итогам 5-го тура общего этапа ЛЧ,2024-11-30T01:00:00,22746750,735,7,6,Нет,attachments:photo_text,74,Ночь
14607240,https://vk.com/wall-22746750_14607240,😁📸,2024-11-30T00:00:00,22746750,1161,11,7,Нет,attachments:photo_text,2,Ночь
14607225,https://vk.com/wall-22746750_14607225,📊⚽ Лучшие бомбардиры ЛЧ в этом сезоне,2024-11-29T23:00:00,22746750,1126,9,28,Нет,attachments:photo_text,37,Ночь
14607185,https://vk.com/wall-22746750_14607185,📊⚽ Рекордсмены по забитым голам за календарный год в 21 веке,2024-11-29T22:00:00,22746750,1053,29,18,Нет,attachments:photo_text,60,Вечер
14607142,https://vk.com/wall-22746750_14607142,,2024-11-29T21:01:33,22746750,1349,10,17,Нет,empty,0,Вечер
14607125,https://vk.com/wall-22746750_14607125,"😁 Состав покидает зал, потому завтра их ждет матч в 14:00 по местному времени.",2024-11-29T20:47:20,22746750,3263,45,43,Нет,attachments:video_text,78,Вечер
14607118,https://vk.com/wall-22746750_14607118,📸,2024-11-29T20:40:55,22746750,1129,13,8,Нет,attachments:photo_text,1,Вечер
14607103,https://vk.com/wall-22746750_14607103,💙❤️,2024-11-29T20:20:00,22746750,1224,18,34,Нет,attachments:photo_text,3,Вечер
14607066,https://vk.com/wall-22746750_14607066,"🗣 Неймар:  «Это мечта — стать частью этой истории, она навсегда останется в моем сердце. На долгие годы, «Барса»!».",2024-11-29T19:54:34,22746750,3404,63,51,Нет,attachments:photo_text,115,Вечер
14607057,https://vk.com/wall-22746750_14607057,🙌,2024-11-29T19:47:56,22746750,1196,11,22,Нет,attachments:video_text,1,Вечер
14607047,https://vk.com/wall-22746750_14607047,😎,2024-11-29T19:34:35,22746750,1216,13,4,Нет,attachments:photo_text,1,Вечер
14606999,https://vk.com/wall-22746750_14606999,💙❤️,2024-11-29T18:38:15,22746750,1028,16,11,Нет,attachments:photo_text,3,Вечер
14606992,https://vk.com/wall-22746750_14606992,"💙❤️ Трансляция церемонии дня рождения «Барсы»! Смотрим! 

Много гостей, Неймар, Роналдиньо, речь Лео Месси!",2024-11-29T18:32:32,22746750,719,12,71,Нет,attachments:video_text,107,Вечер
14606951,https://vk.com/wall-22746750_14606951,Как менялась домашняя форма «Барсы» за всю историю 💙❤️,2024-11-29T17:41:52,22746750,858,33,29,Нет,attachments:photo_text,54,День
14606911,https://vk.com/wall-22746750_14606911,🔵🔴 Неймар поздравил «Барсу» с днем рождения,2024-11-29T16:59:07,22746750,2293,33,14,Нет,attachments:photo_text,43,День
14606879,https://vk.com/wall-22746750_14606879,"💬 Ханси Флик: «Френки де Йонг долго лечился, ему нужно вернуть уверенность. Мы осторожны с ним. Он вернется на свой уровень, я в этом уверен»",2024-11-29T16:15:00,22746750,965,19,6,Нет,attachments:photo_text,141,День
14606855,https://vk.com/wall-22746750_14606855,📱 Луис Суарес в IG: «Поздравляю с юбилеем всю семью Блауграны! 💙❤️».,2024-11-29T15:40:00,22746750,1177,9,14,Нет,attachments:photo_text,68,День
14606833,https://vk.com/wall-22746750_14606833,"📲 Хави в IG: 125 лет истории 🎂🎉❤️⚽️

Поздравляю «Барселону»!",2024-11-29T15:20:00,22746750,3655,27,29,Нет,attachments:photo_text,60,День
14606817,https://vk.com/wall-22746750_14606817,"🏟️ Рекордсмены «Барсы» по количеству сыгранных матчей: 

1. Лионель Месси (778)
2. Хави (767)
3. Серхио Бускетс (722) 
4. Андрес Иньеста (674)
5. Жерар Пике (616)
6. Карлес Пуйоль (593)
7. Мигель Бернардо (550)
8. Виктор Вальдес (536)
9. Жорди Альба (459)
10. Карлес Рексач (450)
11. Гильермо Амор (421)
12. Марк-Андре тер Штеген (420)
13. Андони Субисаррета (410)
14. Дани Алвес (408)
15. Жоан Сегарра (405)

⚽️ Лучшие бомбардиры в истории клуба: 

1. Лионель Месси (672)
2. Сесар Родригес (226)
3. ",2024-11-29T15:03:05,22746750,1276,26,73,Нет,attachments:photo_text,2302,День
14606797,https://vk.com/wall-22746750_14606797,💙❤️ История логотипа «Барсы»,2024-11-29T14:46:18,22746750,872,2,37,Нет,attachments:video_text,28,День
14606788,https://vk.com/wall-22746750_14606788,"📲 Роналдиньо в IG: 

«125 лет «Барселоне»!!! Поздравляю... так рад быть частью этой прекрасной истории!  🔴🔵»",2024-11-29T14:42:24,22746750,2634,16,21,Нет,attachments:photo_text,108,День
14606757,https://vk.com/wall-22746750_14606757,⭐ Дани Ольмо и Фермин Лопес — в числе претендентов на звание лучшего полузащитника года по версии ФИФА,2024-11-29T14:17:18,22746750,811,19,5,Нет,attachments:photo_text,102,День
14606714,https://vk.com/wall-22746750_14606714,👀 В субботу Педри впервые сыграет против «Лас-Пальмаса»,2024-11-29T13:00:01,22746750,1446,19,7,Нет,attachments:photo_text,55,День
14606608,https://vk.com/wall-22746750_14606608,"☑ Адриан Кордеро Вега назначен главным арбитром матча «Барса» — «Лас-Пальмас»

📊 У «Барсы» 3 победы в 3 матчах при этом судье",2024-11-29T12:00:03,22746750,755,13,6,Нет,attachments:photo_text,125,День
14606481,https://vk.com/wall-22746750_14606481,📊 Лучшие ассистенты в истории ЛЧ,2024-11-29T11:00:00,22746750,1180,28,38,Нет,attachments:photo_text,32,Утро
14606432,https://vk.com/wall-22746750_14606432,"🏆 ЛА ЛИГА | 15-Й ТУР | 30 НОЯБРЯ 
 
⚽ «БАРСЕЛОНА» — «ЛАС-ПАЛЬМАС» 
 
⏰ 16:00 (Москва, Минск), 15:00 (Киев), 18:00 (Астана)",2024-11-29T10:00:01,22746750,647,12,16,Нет,attachments:photo_text,122,Утро
14606370,https://vk.com/wall-22746750_14606370,"📰 MD: Хосеп Бартомеу и Сандро Росель посетят гала-вечер в честь 125-летия «Барсы»

🤔 Зачем этих преступников пригласили?",2024-11-29T09:00:05,22746750,559,29,16,Нет,attachments:photo_text,120,Утро
14606323,https://vk.com/wall-22746750_14606323,"🎙️ Лео Месси о 125-летии «Барсы»: «Ла Масия по-прежнему много значит для меня. Это невероятно».

«Я живу в клубе с 13 лет, я вырос там с ценностями, которым они меня научили».

«Для меня мой опыт там был основополагающим, потому что он сформировал меня как игрока и человека». 💙❤️",2024-11-29T08:20:41,22746750,2655,16,27,Нет,attachments:photo_text,280,Утро
14606300,https://vk.com/wall-22746750_14606300,"❓«Любимое воспоминание в «Барсе»?

💬 Месси: «2009-й. Тогда мы взяли 6 трофеев за год. Вся команда наслаждалась процессом — тренировками, матчами. Каждый день. Мы выходили на поле, уже зная, что победим — вопрос был только в том, с каким счетом. Это был действительно прекрасный год»",2024-11-29T08:00:01,22746750,2844,40,84,Нет,attachments:photo_text,282,Утро
14606171,https://vk.com/wall-22746750_14606171,📰 Relevo: Ламин Ямаль и Ферран Торрес тренируются в общей группе. Они будут включены в заявку на матч против «Лас-Пальмаса».,2024-11-29T07:00:02,22746750,1012,12,4,Нет,attachments:photo_text,124,Утро
14606113,https://vk.com/wall-22746750_14606113,⭐ Ламин Ямаль — среди кандидатов на приз игроку года The Best от ФИФА,2024-11-29T06:00:03,22746750,1025,330,18,Нет,attachments:photo_text,69,Утро
14606020,https://vk.com/wall-22746750_14606020,Кто должен заменить Касадо в полузащите? 🤔,2024-11-29T03:00:00,22746750,983,76,3,Нет,attachments:photo_text,42,Ночь
14606002,https://vk.com/wall-22746750_14606002,🔝✨ Потрясающая атака,2024-11-29T02:00:00,22746750,1150,7,10,Нет,attachments:photo_text,20,Ночь
14605989,https://vk.com/wall-22746750_14605989,Араухо 💪📸,2024-11-29T01:00:01,22746750,775,12,1,Нет,attachments:photo_text,9,Ночь
14605978,https://vk.com/wall-22746750_14605978,📊 WhoScored: символическая сборная Ла Лиги по итогам 14-го тура,2024-11-29T00:00:00,22746750,654,10,4,Нет,attachments:photo_text,63,Ночь
14605957,https://vk.com/wall-22746750_14605957,"Ривальдо ✖️ Роналдиньо 🤩📸

Под этой фоткой даже ❤️ не жалко поставить!",2024-11-28T23:00:00,22746750,8628,25,46,Нет,attachments:photo_text,70,Ночь
14605910,https://vk.com/wall-22746750_14605910,📰 SPORT: руководство «Барсы» в настоящее время выступает за продажу Френки де Йонга летом.,2024-11-28T22:00:03,22746750,969,48,32,Нет,attachments:photo_text,90,Вечер
14605871,https://vk.com/wall-22746750_14605871,"🎂🥳 С ДНЕМ РОЖДЕНИЯ, «БАРСЕЛОНА»! 
 
🎁🎉 Прошло ровно 125 лет со дня основания нашего любимого клуба! 
 
За свою долгую историю «Барса» завоевала сердца миллионов болельщиков по всему миру и стала одним из самых успешных и узнаваемых футбольных клубов. «Барса» — это сочетание таланта, упорства и страсти, которые делают каждую игру незабываемой. 
 
Мы желаем нашей команде новых побед, ярких матчей и талантливых игроков. Пусть удача всегда будет на стороне нашего клуба, а поддержка болельщиков прида",2024-11-28T21:07:59,22746750,5148,107,382,Нет,"attachments:photo,video_text",603,Вечер
14605822,https://vk.com/wall-22746750_14605822,💙❤ Made in La Masia,2024-11-28T20:00:00,22746750,1228,34,17,Нет,attachments:photo_text,19,Вечер
14605773,https://vk.com/wall-22746750_14605773,"📺 Обзор матча. Легенды «Барса» - «Реал». Шикарный гол Роналдиньо со штрафного и много красивых моментов! 

💥 Сегодня в Дохе легенды «Барсы» и «Реала» сыграли в товарищеском матче! Барселона одержала победу в серии пенальти (2:2 основное время)!",2024-11-28T18:49:13,22746750,753,38,190,Нет,attachments:video_text,244,Вечер
14605727,https://vk.com/wall-22746750_14605727,"Роналдиньо, как в старые добрые, забивает со штрафного в ворота Мадридского Реала! 

Гений 🔥👏",2024-11-28T18:20:30,22746750,1997,40,185,Нет,attachments:video_text,93,Вечер
14605701,https://vk.com/wall-22746750_14605701,Девушки и их понимание в футболе 😂,2024-11-28T17:56:09,22746750,658,82,560,Нет,attachments:video_text,34,День
14605609,https://vk.com/wall-22746750_14605609,📰 MD: «Барса» и Педри близки к продлению контракта до 2030 года.,2024-11-28T16:01:00,22746750,1126,22,9,Нет,attachments:photo_text,64,День
14605538,https://vk.com/wall-22746750_14605538,"💬 Лионель Месси: «Благодарю Бога, что свел меня с «Барсой». Для меня большая гордость быть частью этого клуба и его болельщиком. Это особенный клуб, не такой, как другие»",2024-11-28T14:52:20,22746750,3601,27,48,Нет,attachments:photo_text,170,День
14605385,https://vk.com/wall-22746750_14605385,💋😅 Касадо и Педри,2024-11-28T14:00:00,22746750,1234,19,3,Нет,attachments:photo_text,17,День
14605266,https://vk.com/wall-22746750_14605266,"🔝 Левандовски и Рафинья — лучший атакующий дуэт Европы

🔥 Они в топе лучших бомбардиров ЛЧ и Ла Лиги",2024-11-28T13:00:02,22746750,1724,14,41,Нет,attachments:photo_text,100,День
14605192,https://vk.com/wall-22746750_14605192,"📰 MD: не получив ответа от Френки де Йонга, «Барса» отозвала предложение о продлении контракта, которое было сделано несколько месяцев назад.",2024-11-28T12:00:01,22746750,1158,63,74,Нет,attachments:photo_text,141,День
14605099,https://vk.com/wall-22746750_14605099,"🥵🏆 В последний раз, когда «Ливерпуль» обыграл «Реал», «Барса» взяла ЛЧ",2024-11-28T11:00:01,22746750,3534,304,203,Нет,attachments:photo_text,70,Утро
14605014,https://vk.com/wall-22746750_14605014,"✨🇦🇷 Похоже, у аргентинцев есть привычка унижать «Реал»",2024-11-28T10:00:01,22746750,3045,107,104,Нет,attachments:photo_text,54,Утро
14604967,https://vk.com/wall-22746750_14604967,"💬 Ламин Ямаль в декабре 2023 года:

«Рано или поздно выиграю Golden Boy, обещаю»",2024-11-28T09:00:01,22746750,1552,18,8,Нет,attachments:photo_text,80,Утро
14604883,https://vk.com/wall-22746750_14604883,"💙❤ Игроки «Барсы» взяли 3 из 4 последних наград Golden Boy

🌕 2021: Педри
🌕 2022: Гави
🌕 2024: Ламин Ямаль",2024-11-28T08:00:01,22746750,2243,54,60,Нет,attachments:photo_text,106,Утро
14604840,https://vk.com/wall-22746750_14604840,🔝💫 Легенды,2024-11-28T07:00:01,22746750,1954,40,35,Нет,attachments:photo_text,10,Утро
14604760,https://vk.com/wall-22746750_14604760,👀🔥,2024-11-28T06:00:01,22746750,3340,149,175,Нет,attachments:photo_text,2,Утро
14604656,https://vk.com/wall-22746750_14604656,📊 Таблица общего этапа ЛЧ,2024-11-28T01:56:53,22746750,1832,73,77,Нет,attachments:photo_text,25,Ночь
14604634,https://vk.com/wall-22746750_14604634,"😅 Жерар Пике рассказал о том времени, когда «Реал» праздновал победу в Кубке Испании

💬 Пике: «Можете ли вы представить, что «Реал» достиг точки, когда праздновал победу в Кубке Испании? Им так сильно нужно было что-то отпраздновать. Чемпионский парад, еще и трофей уронили...»",2024-11-28T00:00:00,22746750,1316,74,73,Нет,attachments:photo_text,277,Ночь
14604553,https://vk.com/wall-22746750_14604553,"💬 Ханси Флик: «Сказал Ямалю, что надеюсь увидеть его с нами в субботу в матче против «Лас-Пальмаса»",2024-11-27T22:00:00,22746750,1575,66,8,Нет,attachments:photo_text,99,Вечер
14604489,https://vk.com/wall-22746750_14604489,📈 Действующие игроки с наибольшим количеством голов в ЛЧ,2024-11-27T20:00:00,22746750,1184,81,17,Нет,attachments:photo_text,56,Вечер
14604445,https://vk.com/wall-22746750_14604445,"Ничего необычного, просто Месси выходил разминаться) 🥶",2024-11-27T18:19:05,22746750,7037,36,464,Нет,attachments:video_text,54,Вечер
14604365,https://vk.com/wall-22746750_14604365,📰 MD: Рональд Араухо успеет восстановиться к игре с «Боруссией».,2024-11-27T16:21:03,22746750,1684,47,26,Нет,attachments:photo_text,64,День
14604334,https://vk.com/wall-22746750_14604334,"✅ Ламин Ямаль выиграл Golden Boy

👏 Вне конкуренции!",2024-11-27T15:51:45,22746750,3666,34,109,Нет,attachments:photo_text,52,День
14604309,https://vk.com/wall-22746750_14604309,📰 MD: Ламин Ямаль и Ферран Торрес будут готовы к матчу с «Лас-Пальмасом».,2024-11-27T15:21:00,22746750,1437,35,15,Нет,attachments:photo_text,73,День
14604262,https://vk.com/wall-22746750_14604262,"📰 Тони Хуанмарти: сегодня должны объявить о том, что Ламин Ямаль выиграл Golden Boy.",2024-11-27T14:23:55,22746750,1934,35,12,Нет,attachments:photo_text,84,День
14604211,https://vk.com/wall-22746750_14604211,"❗ОФИЦИАЛЬНО: «Барселона» закрыла трибуну Espai d'Animació на «Монжуике» в связи с «невыполнением» группами-участниками обязательств, которые они взяли на себя.
 
💶 Клуб был 14 раз оштрафованы за нарушение правил на этом участке стадиона. Существовала договоренность о том, что ультрас компенсируют убытки, однако они этого не сделали.

📰 AS отмечает, что фанаты должны были возместить 21 тыс. евро — на столько «Барсу» оштрафовали в прошлом сезоне.",2024-11-27T13:00:01,22746750,731,37,13,Нет,attachments:photo_text,448,День
14604153,https://vk.com/wall-22746750_14604153,"💬 Хорхе Вальдано: «Когда Ольмо действует на позиции плеймейкера, он придает игре и команде необычайную плавность. Я считаю, что это лучший трансфер «Барсы» за десятилетия»",2024-11-27T12:00:01,22746750,3086,91,36,Нет,attachments:photo_text,171,День
14604100,https://vk.com/wall-22746750_14604100,"📊 Международный центр спортивных исследований (CIES) назвал Пау Кубарси открытием года
 
ℹ Состаылен список игроков не старше 20 лет, которые в 2023 году отыграли не более 900 минут, а в 2024-м получают намного больше времени

📈 Определен рейтинг «опытности» игроков, учитывающий как количество минут, так и спортивный уровень матчей и результаты
 
👇 В топ-10 попали: 
 
1. Пау Кубарси, рейтинг — 91,5
2. Кобби Майну — 83,3
3. Хулио Солер — 77
4. Эстеван — 74,9
5. Семих Кылычсой — 73
6. Клаудио Эчев",2024-11-27T11:00:00,22746750,1127,14,26,Нет,attachments:photo_text,605,Утро
14604045,https://vk.com/wall-22746750_14604045,📰 SPORT: «Барса» хочет уступить права на Франсишку Тринкау ради скидки на Виктора Дьокереша. Каталонцы могут выкупить португальца за 20 млн евро или получить от «Спортинга» 50% прибыли при его перепродаже.,2024-11-27T10:00:00,22746750,1902,40,84,Нет,attachments:photo_text,205,Утро
14604012,https://vk.com/wall-22746750_14604012,"🔝 Уже две награды лучшему игроку матча в ЛЧ

💎 Пау Кубарси, 17 лет",2024-11-27T09:00:01,22746750,3728,27,87,Нет,attachments:photo_text,66,Утро
14603938,https://vk.com/wall-22746750_14603938,"📈 «Барса» одержала 4 подряд победы в ЛЧ, общий счет — 17:3",2024-11-27T08:00:01,22746750,1500,25,10,Нет,attachments:photo_text,58,Утро
14603873,https://vk.com/wall-22746750_14603873,"💬 Левандовски про 101 гол в ЛЧ: «Я счастлив, это красивое число. Много лет назад даже не думал, что смогу забить больше 100 мячей. Быть в одной группе с Роналду и Месси здорово»",2024-11-27T07:00:01,22746750,3209,59,65,Нет,attachments:photo_text,177,Утро
14603799,https://vk.com/wall-22746750_14603799,"💬 Ханси Флик: «Я счастлив. Мы заслужили победу с разницей в три гола, могли забить даже больше, но я все равно доволен. Хорошо, что мы после игры с «Сельтой» показали такое выступление» 
 
«Команда помогает забивать Левандовскому все эти голы, за них стоит благодарить не только его. Он знает, что должен забивать, и у него все для этого есть, но и команда делает прекрасные вещи»",2024-11-27T06:00:01,22746750,1748,73,6,Нет,attachments:photo_text,380,Утро
14603719,https://vk.com/wall-22746750_14603719,"🗣 Ханси Флик: «Педри и Касадо меня не удивляют. Вижу, как они тренируются каждый день, они очень хороши. Педри невероятно обращается с мячом, я очень доволен своей полузащитой»",2024-11-27T04:00:01,22746750,2119,23,7,Нет,attachments:photo_text,176,Ночь
14603675,https://vk.com/wall-22746750_14603675,Как вам его вчерашняя игра? 🤔,2024-11-27T03:00:00,22746750,813,49,1,Нет,attachments:photo_text,29,Ночь
14603662,https://vk.com/wall-22746750_14603662,🤩📸,2024-11-27T02:00:00,22746750,2989,107,98,Нет,attachments:photo_text,2,Ночь
14603645,https://vk.com/wall-22746750_14603645,Флик и Ямал ✨📸,2024-11-27T01:00:00,22746750,1464,16,5,Нет,attachments:photo_text,14,Ночь
14603608,https://vk.com/wall-22746750_14603608,"🗣️ Роберт Левандовски: 

«Я очень счастлив, я не думал, что забью так много голов в Лиге чемпионов».",2024-11-27T00:00:00,22746750,1452,13,5,Нет,attachments:photo_text,100,Ночь
14603557,https://vk.com/wall-22746750_14603557,"Результаты Луиса Суареса в Лиге чемпионов дают понять нам, насколько хорош Роберт Левандовски 😳📊",2024-11-26T23:00:00,22746750,1241,93,25,Нет,attachments:photo_text,96,Ночь
14603535,https://vk.com/wall-22746750_14603535,"🗣 Роберт Левандовски: «Для меня самое важное - выигрывать в каждом матче. Забить гол - это ключ к победе, и до конца года обязательно нужно выиграть каждую игру»

❓ Вы пробили отметку в 100 голов в ЛЧ.

🗣: «Я очень рад. Не думал, что забью столько голов в этом турнире».",2024-11-26T22:34:31,22746750,1275,16,2,Нет,attachments:photo_text,270,Вечер
14603365,https://vk.com/wall-22746750_14603365,"📊 Оценки игроков «Барсы» за весь матч.

Гави - 6.8
Бальде - 7.1
Торре - 6.3
Де Йонг - без оценки",2024-11-26T21:59:17,22746750,1021,83,6,Нет,attachments:photo_text,96,Вечер
14603281,https://vk.com/wall-22746750_14603281,"✅ ПОБЕДА! «БАРСЕЛОНА» 3:0 «БРЕСТ»

Очередные три очка в ЛЧ! Укрепляем позиции в топ-8! 

🔵🔴 Верьте в Барсу! Любите Барсу! Visca el Barça! Visca Catalunya!",2024-11-26T21:54:27,22746750,3101,191,106,Нет,attachments:photo_text,154,Вечер
14603245,https://vk.com/wall-22746750_14603245,"90+2’| ГОООООООООЛ! 

3-0 ЛЕВА ДУБЛЬ! КРАСИВО!",2024-11-26T21:50:07,22746750,918,66,6,Нет,attachments:photo_text,46,Вечер
14603186,https://vk.com/wall-22746750_14603186,"66’| ГООООООООООООЛ! 

2-0

Ольмо! Голевая Мартина!",2024-11-26T21:23:40,22746750,768,43,6,Нет,attachments:photo_text,51,Вечер
14602990,https://vk.com/wall-22746750_14602990,"❗️ Перерыв. 1-0

🤔 Как вам тайм?",2024-11-26T20:48:11,22746750,812,136,4,Нет,attachments:photo_text,32,Вечер
14602861,https://vk.com/wall-22746750_14602861,"10’| ГОООООООООЛ! 1-0

100 ГОЛ В ЛИГЕ ЧЕМПИОНОВ!",2024-11-26T20:11:53,22746750,858,69,21,Нет,attachments:photo_text,48,Вечер
14602797,https://vk.com/wall-22746750_14602797,👋,2024-11-26T19:24:10,22746750,1017,20,7,Нет,attachments:photo_text,1,Вечер
14602734,https://vk.com/wall-22746750_14602734,"🔥 Стартовый состав «Барселоны».

Força Barça 💙❤️",2024-11-26T19:03:10,22746750,796,88,26,Нет,attachments:photo_text,48,Вечер
14602679,https://vk.com/wall-22746750_14602679,Статистика Лео против Севильи за Барселону просто невероятна! 👀🤯,2024-11-26T18:04:48,22746750,954,12,9,Нет,attachments:photo_text,64,Вечер
14602560,https://vk.com/wall-22746750_14602560,"🎂🥳 С днем рождения, Пау Виктор
 
🎁🎉 Сегодня нападающему «Барселоны» исполняется 23 года",2024-11-26T16:00:01,22746750,849,17,13,Нет,attachments:photo_text,87,День
14602449,https://vk.com/wall-22746750_14602449,"▶ «Барса» Хави после 14 туров в сезоне 22/23: 37 очков 
▶ «Барса» Флика после 14 туров в сезоне 24/25: 34 очка

🤔",2024-11-26T15:01:00,22746750,1423,114,130,Нет,attachments:photo_text,113,День
14602408,https://vk.com/wall-22746750_14602408,"⭐ ДЕНЬ МАТЧА 
⚽ «Барселона» — «Брест» 
🏆 Лига Чемпионов, 5-й тур 
🏟 «Монжуик» 
⏰ 23:00 (мск) 
🔵🔴 Força Barça!",2024-11-26T14:16:10,22746750,676,12,14,Нет,attachments:photo_text,109,День
14602336,https://vk.com/wall-22746750_14602336,"📈⚽️ Рафинья и Мбаппе в последних 6 матчах ЛЧ
 
🇧🇷 Рафинья: 8 голов
🇫🇷 Мбаппе: 1 гол",2024-11-26T13:01:00,22746750,1570,36,39,Нет,attachments:photo_text,83,День
14602288,https://vk.com/wall-22746750_14602288,💙❤️,2024-11-26T12:08:17,22746750,2340,54,233,Нет,attachments:video_text,3,День
14602276,https://vk.com/wall-22746750_14602276,"💬 Роберт Левандовски: «Нападающий и вратарь могут сделать разницу из ничего — эти амплуа требуют иного характера, чем другие. Форвард должен быть эгоистичным в каком-то смысле»",2024-11-26T12:01:00,22746750,797,31,8,Нет,attachments:photo_text,176,День
14602271,https://vk.com/wall-22746750_14602271,"🔥 Заявка «Барсы» на сегодняшний матч.

✅ Бальде и Эрик.",2024-11-26T11:57:00,22746750,680,12,5,Нет,attachments:photo_text,55,Утро
14602208,https://vk.com/wall-22746750_14602208,"🔝 Лионель Месси — лучший игрок «Барсы» в 21 веке по версии Goal
 
👇 Топ-25: 

1. Лионель Месси
2. Хави
3. Андрес Иньеста
4. Луис Суарес
5. Роналдиньо
6. Серхио Бускетс
7. Карлес Пуйоль
8. Дани Алвес
9. Жерар Пике
10. Неймар
11. Самюэль Это'О
12. Ривалдо
13. Жорди Альба
14. Хавьер Маскерано
15. Педро Родригес
16. Марк-Андре тер Штеген
17. Луис Энрике
18. Деку
19. Виктор Вальдес
20. Педри
21. Рафаэль Маркес
22. Патрик Клюйверт
23. Роберт Левандовски
24. Иван Ракитич
25. Эрик Абидаль",2024-11-26T11:01:00,22746750,1093,63,27,Нет,attachments:photo_text,485,Утро
14602146,https://vk.com/wall-22746750_14602146,"📊 MD: ожидаемые составы на предстоящий матч «Барселона» — «Брест» 
 
💭 А кого бы вы поставили в основу?",2024-11-26T10:01:00,22746750,565,40,5,Нет,attachments:photo_text,103,Утро
14602073,https://vk.com/wall-22746750_14602073,"🗣 Яго Аспас — Жерару Мартину после неудаления: «Тренер заменил тебя, увидев, что ты на мне сфолил»

👀 Жерар ответил Яго: «Незначительное нарушение»",2024-11-26T09:01:00,22746750,1319,30,6,Нет,attachments:photo_text,147,Утро
14601995,https://vk.com/wall-22746750_14601995,"💬 Иньиго Мартинес: «Ничья с «Сельтой»? Это было трудно переварить. Мы держали все под контролем, а потом из-за нескольких эпизодов упустили два очка. После игры мы были злы, но в футболе случаются такие вещи, и здесь не стоит винить кого-то конкретно — выигрывает и проигрывает команда»

 «Мы хотим выиграть все матчи в ЛЧ. Такой подход заставляет вас расти. «Барса» должна победить «Брест», ведь это приведет к тому, что команда поднимется на ступеньку выше во всех аспектах игры, будет чувствовать ",2024-11-26T08:01:00,22746750,652,10,3,Нет,attachments:photo_text,809,Утро
14601843,https://vk.com/wall-22746750_14601843,Это фото 🥶📸,2024-11-26T03:00:00,22746750,2481,20,61,Нет,attachments:photo_text,11,Ночь
14601829,https://vk.com/wall-22746750_14601829,"💎 «Барса» запустит продажу бриллиантов весом 0,5 карата из травы «Камп Ноу» к 125-летию клуба",2024-11-26T02:01:00,22746750,1622,39,155,Нет,attachments:photo_text,93,Ночь
14601809,https://vk.com/wall-22746750_14601809,"Заслуживает ли Рафинья ЗМ, учитывая его нынешнюю игру? 🤔",2024-11-26T01:00:00,22746750,1292,76,10,Нет,attachments:photo_text,56,Ночь
14601795,https://vk.com/wall-22746750_14601795,"📈 3 очка потеряно в первых 12 турах

📉 5 очков потеряно в последних 2 турах",2024-11-26T00:01:00,22746750,1188,17,10,Нет,attachments:photo_text,75,Ночь
14601782,https://vk.com/wall-22746750_14601782,Флик и его банда 😎🔥,2024-11-25T23:00:00,22746750,819,7,5,Нет,attachments:photo_text,19,Ночь
14601745,https://vk.com/wall-22746750_14601745,🙂 Придумайте смешной комментарий к этому барселонскому чилловому парню,2024-11-25T22:01:00,22746750,596,40,13,Нет,attachments:photo_text,70,Вечер
14601710,https://vk.com/wall-22746750_14601710,💀💙😂,2024-11-25T21:00:00,22746750,820,17,4,Нет,attachments:photo_text,3,Вечер
14601675,https://vk.com/wall-22746750_14601675,☑ Ирфан Пельто назначен главным арбитром матча «Барса» — «Брест»,2024-11-25T20:01:00,22746750,621,25,2,Нет,attachments:photo_text,64,Вечер
14601646,https://vk.com/wall-22746750_14601646,Совсем скоро мы снова будем лицезреть их дуэт 🤩🔥,2024-11-25T19:00:00,22746750,1098,25,4,Нет,attachments:photo_text,48,Вечер
14601589,https://vk.com/wall-22746750_14601589,Что скажете об игре Пеньи в последних матчах? 🤔👀,2024-11-25T18:00:00,22746750,714,45,1,Нет,attachments:photo_text,48,Вечер
14601576,https://vk.com/wall-22746750_14601576,"🗣️ Флик: «Надеюсь, это последняя игра, которую пропустит Ламин Ямал. Надеюсь, он сможет сыграть или оказаться на скамейке запасных в субботу».",2024-11-25T17:36:59,22746750,792,19,6,Нет,attachments:photo_text,142,День
14601543,https://vk.com/wall-22746750_14601543,"🎂🥳 С днем рождения, Педри 
 
🎁🎉 Сегодня полузащитнику «Барселоны» исполняется 22 года",2024-11-25T16:31:11,22746750,1126,21,18,Нет,attachments:photo_text,85,День
14601516,https://vk.com/wall-22746750_14601516,📊 Лучшие бомбардиры и ассистенты в топ-лигах Европы,2024-11-25T16:01:00,22746750,969,27,12,Нет,attachments:photo_text,51,День
